,companycode,companyname,companysource,meituanid,provincename,cityname,postalname,companyaddress,longitude,latitude,destinephone,shopphonenum,confirmstatus,updatedate,ismatched
8275,29889,麦乐汇量贩KTV,美团,1330522853,湖北省,武汉,黄陂区,湖北省武汉市黄陂区横店大街空港花园2期沿街门面 ,114.282804,30.804375,027-61768688,5,确定,2020/8/10,
8276,29901,畅响KTV（公园里店）,美团,186045506,贵州,贵阳,花溪区,贵州贵阳 花溪区甲秀南路16号亨特公园里181号 ,106.667568,26.433752, 0851-83652000,5,确定,2020.8.12,是
8277,29904,马六甲酒吧,美团,1798818,四川,成都,武侯区,四川成都武侯区双楠路1号附1号 ,104.032229,30.64548,028-66111150||13982005995,0,确定,2020.8.17,是
8278,29907,怡康源（星沙店）,美团,1728078926,湖南省,长沙市,长沙县,湖南省长沙市长沙县星沙街道天华中路118号凉塘路口 ,113.082333,28.242579,0731-86207781||17775868719,2,确定,2020/8/17,
8279,29915,百姓茶歌汇,,1209608300,甘肃,兰州,城关区,甘肃兰州城关区天水北路金果海港国际宴会中心2楼,",103.862784",36.066163,0931-8863999,3,确定,2020.8.18,
8280,29920,馨语KTV,美团,41881210,四川,德阳,旌阳区,四川德阳旌阳区黄河东路259号 ,104.42031,31.140368,18908100096手机,1,确定,2020.8.12,否
8281,29927,音皇歌厅,美团,42731514,四川,达州,达川区,四川达州 渠县万兴广场万祥苑12-13号 ,106.96556,30.833038, 0818-7105888,0,确定,2020.8.13,是
8282,29935,M哆咪量贩式KTV,,1594688737,北京,北京,大兴区,北京大兴区黄村兴丰大街星城商厦4楼哆咪量贩式KTV,116.338991,39.730491,010-68567567,1,确定,2020.8.5,
8283,29941,宝泉岭-麦克风KTV,,41368319,黑龙江,鹤岗,萝北县,黑龙江鹤岗 萝北县宝泉岭南二道街金朋快捷宾馆对面,"130.543317,47.430167",47.430178,0468-3770888,1,确定,2020.8.6,
8284,29942,渔悦,美团,1912243793,福建省,福州市,闽侯县,福建省福州市闽侯县南山路3号（国家税务总局闽侯县税务局第二税务分局北20米）,119.158758,26.146295,0591-22073752,4,确定,2020/7/27,
8285,29945,纺泰织带有限公司,美团,184465245,广东,佛山,顺德区,广东佛山顺德区伦教街道熹涌工业区西环2路1号,113.231584,22.873743,无,,确定,7.3,
8286,29951,巍巍K族,美团,629771261,河南省,信阳市,浉河区,河南省信阳市浉河区新华路东段千胜百货对面 ,114.075820,32.129581,0376-3228222,0,确定,2020/8/12,
8287,29957,高调纯K（宜宾店）,美团,195970419,四川,宜宾,翠屏区,四川宜宾 翠屏区龙头山路199号 ,104.684369,28.79246,0831-2028666||0831-3607666,7,确定,2020.7.29,是
8288,29958,名人城堡休闲会所,美团,4660724,湖北省,咸宁市,赤壁市,湖北省咸宁市赤壁市陆水湖大道256号,113.896091,29.723702,0715-5887666,0,确定,2020/8/10,
8289,29960,深呼吸量贩式KTV,美团,107354222,上海市,上海市,奉贤区,奉贤区南奉公路2729号 ,121.583539,30.923548,021-57561789,1,确定,2020/8/12,
8290,29966,张家港华芳金陵国际酒店,美团,96235168,江苏省,苏州市,张家港市,张家港市长安中路388号（近人民路、步行街）,120.5467,31.87266,0512-58811888,0,确定,2020/8/13,
8291,29968,天上人间,美团,42542066,江西省,鹰潭市,贵溪市,江西省鹰潭市贵溪市320国道城南商贸城A2栋 ,117.202561,28.273021,0701-3366666,4,确定,2020/8/13,
8292,29970,盛世王朝,美团,5384285,广东,佛山,南海区,广东佛山南海区大沥沥苑路海逸酒店3||4楼,113.123641,23.111697,无,1,确定,7.3,
8293,29977,唛博士KTV（中御广场店）,美团,4622668,湖北省,武汉,硚口区,湖北省武汉市硚口区宝丰路586号中御广场5楼（蓝天宾馆对面） ,114.254481,30.577240,027-83776888||027-83771888,3,确定,2020/8/10,
8294,29982,金柜,,5637604,内蒙古,呼伦贝尔,满洲里市,内蒙古呼伦贝尔 满洲里市五道街9016-2号 ,电话： 0470-6267776,49.586761,0470-6267776,1,确定,2020.8.14,
8295,29990,云上时光酒店,美团,2274852,云南,曲靖,陆良县,云南曲靖陆良县开发区同乐大道中段电力大厦旁,25.016595,103.650204,0874-6958999,4,确定,2020.7.31,是
8296,29991,TEMPO KTV,美团,189578930,四川,成都,金牛区,四川成都金牛区首开龙湖西宸天街购物中心5楼（地铁7号线C出口） ,104.031388,30.697359, 028-83836767,4,确定,2020.8.14,是
8297,29992,海乐星KTV（吾悦广场店）,美团,1397064277,江苏省,扬州市,宝应县,宝应县疏港路1号吾悦广场4楼 ,119.349487,33.211032,0514-88923888,0,确定,2020/8/21,
8298,29999,花样年华KTV,美团,1451939798,湖南省,永州市,零陵区,湖南省永州市零陵区花样年华小区门口 ,111.639420,26.228558,0746-6666616,0,确定,2020/8/13,
8299,30000,音之皇时尚KTV,美团,5368045,新疆,昌吉回族自治州,昌吉市,昌吉市健康西路29号昌粮大厦1/2楼（天山面粉右侧） ,87.29944,44.020371,0994-2343666,1,确定,2020/8/24,
8300,30005,好声音量贩KTV,美团,5788508,江苏省,盐城市,射阳县,射阳县双拥北路水产桥北20米路东（原天上人间ktv） ,120.26519,33.776171,0515-82556666,1,确定,2020/8/21,
8301,30006,V秀纯K,美团,4521606,陕西,延安,子长市,子长市205省道秀延宾馆东侧（秀延小学向西100米） ,109.681829,37.142146,0911-7111808,0,确定,2020/8/24,
8302,30025,星璨火吧KTV聚会餐厅（四海唐人街店）,美团,559133127,陕西省,西安市,未央区,陕西省西安市未央区太华北路华远锦悦3号门负一楼,108.972165,34.320222,029-63631555||13038584468,4,确定,2020/8/21,
8303,30028,TaTa音乐餐厅,美团,586904288,河南省,新乡市,原阳县,河南省新乡市原阳县新博大向北200米中兴街曼哈顿东门F–135号,113.960632,35.068661,0373-3532666||17320114444,4,确定,2020/8/11,
8304,30031,唛族时尚连锁KTV（维也纳店）,美团,1439847897,贵州,安顺,紫云苗族布依族自治县,贵州安顺  紫云县教场路鑫都维也纳酒店3楼 ,106.082496,25.760181,0851-35815566,5,确定,2020.8.19,是
8305,30036,九号公馆商务KTV,美团,5019944,安徽省,六安市,裕安区,裕安区解放南路与龙河路交叉口向北100米 ,116.49684,31.740102,0564-3699666,0,确定,2020/8/6,
8306,30037,哆唻咪量贩式KTV,,92329546,辽宁,沈阳,和平区,辽宁沈阳 辽中县北环路旁 ,"122.732108,41.521108",41.806126,024-00000000,1,确定,2020.8.11,
8307,30038,子夜ktv,,6299038,辽宁,沈阳,大东区,辽宁沈阳 大东区浅草绿阁东区南门对面（东站）,"123.475133,41.831873",41.83432, 024-88322800,1,确定,2020.8.11,
8308,30039,张掖丽景影K,,157228186,甘肃,张掖,甘州区,甘州区县府南街丽景广场负一层（新闻大厦向南300米）,100.453126,38.922913,0936-8888000,3,确定,,
8309,30050,K歌之王（中润广场店）,美团,1318702855,浙江省,温州市,瑞安市,瑞安市罗阳大道中润商务广场25时区F-1层 ,120.661852,27.786027,0577-65506888,2,确定,2020/8/19,
8310,30052,九仙湖K歌沐足,美团,1669308654,江西省,上饶市,广丰区,江西省上饶市广丰区大石街道芦洲大道999号兴旺国际建材城20号楼五层六层 ,118.191910,28.411056,0793-2821666,4,确定,2020/8/7,
8311,30053,网红纯K,美团,185669442,重庆,重庆,沙坪坝区,重庆省重庆 沙坪坝区经纬大道1108号万达广场3F（近沙坪坝万达广场四号门） ,106.474601,29.543283,023-65168808,,确定,2020.7.28,是
8312,30054,钱塘洗浴,美团,1277335799,浙江省,嘉兴市,海宁市,海宁市海涛路2999号永胜商厦1号楼2-4层东侧 ,120.65665,30.453088,0573-87668002,2,确定,2020/8/4,
8313,30055,锦轶唱吧,美团,1188468452,江苏省,淮安市,淮安区,淮安区306县道,119.514964,33.443644,13375217999,0,确定,2020/8/3,
8314,30056,爱唱时尚KTV,美团,613843984,江苏省,盐城市,亭湖区,亭湖区机场南路1号1幢507室、607室 ,120.185978,33.402202,0515-89891999,3,确定,2020/8/21,
8315,30057,南京秀会馆商务会所,美团,74712594,江苏省,南京市,鼓楼区,鼓楼区江东北路216号珍宝舫饭店三楼（江东北路与龙园南路交接口） ,118.740271,32.052362,17060471625,1,确定,2020/8/6,
8316,30058,凤庆滇红大酒店,美团,5341979,云南,临沧,凤庆县,云南临沧凤庆县顺宁路庆龙商贸城旁,24.591359,99.917698,0883-4691777||18088378355,5,确定,2020.8.6,是
8317,30067,夜听音乐酒馆,美团,159630766,江苏省,苏州市,相城区,相城区阳澄湖中路99号华宇星云汇（白金汉爵西侧）,120.635633,31.365298,无,1,确定,2020/8/13,
8318,30072,X-PARTY,美团,902622325,四川,广安,华蓥市,四川省广安市 华蓥市财富中心五楼 ,106.772664,30.38913,0826-4691886||18990342679,4,确定,2020.8.12,是
8319,30074,久点伴音乐餐厅,美团,195009198,江苏省,苏州市,姑苏区,姑苏区盘门路苏纶场九号楼（地铁四号线人民桥南四号口出向北50米）,120.624526,31.285622,0512-65137997,1,确定,2020/8/13,
8320,30075,赤峰维烤音乐烤吧,,195848942,内蒙古,赤峰,红山区,内蒙古赤峰红山区三道街与昭乌达路交叉口,118.952681,42.27592,19847413333,2,确定,2020.8.13,
8321,30077,温德姆酒店,美团,192583591,江苏省,泰州市,泰兴市,泰兴市文昌东路29号,120.066699,32.166976,0523-87199999,0,确定,2020/8/14,
8322,30080,西街量贩式KTV,,790559334,辽宁,营口,西市区,辽宁省营口西市区辽河大街西48A-甲4号,122.211756,40.681438,0417-3596666,2,确定,2020.8.12,
8323,30086,MR.BIG 大先生KTV（桐梓林店）,美团,1323980456,四川,成都,武侯区,四川成都 武侯区火车南站25号 ,104.059315,30.607649, 028-85555811,5,确定,2020.8.17,是
8324,30087,樱花娱乐休闲餐厅,美团,843018269,新疆,阿克苏地区,库车市,库车市文化东路新金桥时尚广场4号楼3层1号铺 ,82.991231,41.715467,15739229888,0,确定,2020/8/24,
8325,30090,汤乐汇KTV,美团,607885390,江苏省,连云港市,灌云县,灌云县东王集镇振兴南路元邦村二组5号 ,119.26774,34.28442,0518-88560006,1,确定,2020/8/5,
8326,30092,糖潮,美团,1891477622,山东省,潍坊市,诸城市,诸城市密州东路10-7号 ,119.405363,36.007881,0536-5072666,4,确定,2020/8/17,
8327,30093,星红馆KTV,美团,90199196,湖北省,鄂州,鄂城区,湖北省鄂州市鄂城区古城北路21号（近吴都古肆） ,114.892053,30.401751,0711-3873888,5,确定,2020/7/24,
8328,30098,九五皇宫娱乐会所（三泉路店）,美团,681341294,上海市,上海市,宝山区,宝山区三泉路1128号 ,121.440886,31.32046,021-56787363,1,确定,2020/8/12,
8329,30103,巨星party 量贩KTV,美团,597150278,上海市,上海市,宝山区,宝山区松兰路258号3层 ,121.449077,31.371226,021-66787888,2,确定,2020/8/12,
8330,30108,歌里音乐酒餐馆,美团,194937596,广东,阳江,江城区,广东阳江江城区东风三路88号盈信广场一层1025,111.996245,21.862923,18506623033,0,确定,8.19,
8331,30109,欢聚量贩式KTV,美团,105611932,广东,梅州,兴宁市,广东梅州兴宁市兴南大道毅德城1号广场29栋,115.733112,24.107283,0753-3373888,1,确定,8.1,
8332,30112,慕尚音乐酒吧,,174852664,甘肃,兰州,永登县,甘肃兰州皋兰县创智路商业街,",103.747308",36.534971,17352200222,0,确定,2020.8.18,
8333,30113,音乐之声,美团,1003749169,广西,柳州,柳江县,柳江区柳堡路456号,"109.34658,",24.25954,0772-8855588,2,确定,8.7,
8334,30114,C .畅火歌,美团,195842462,四川,资阳,安岳县,  四川资阳安岳县工业大道南段,30.093339,105.363625,028-24995555,4,确定,2020.7.24,疑似
8335,30120,月亮船KTV,美团,41894980,云南,玉溪,澄江县,云南玉溪澄江市仙湖路9号 ,"102.912463,",24.675988,,0,确定,2020.7.29,是
8336,30126,翔韵壹号KTV,美团,1689855358,上海市,上海市,嘉定区,嘉定区南翔解放街2号 ,121.31043,31.28743,无,0,确定,2020/8/12,
8337,30127,鑫盛源音乐餐吧,,1772681571,甘肃,临夏回族自治州,临夏县,甘肃临夏县310省道,",103.04243",35.482904,13220470666,0,确定,2020.8.19,
8338,30132,爱尚唱吧,美团,2286250,陕西,宝鸡,渭滨区,陕西宝鸡 渭滨区创业路3号5-6楼（近创业路） ,107.135869,34.355146, 0917-3156888,5,确定,2020/8/24,
8339,30140,欢乐迪KTV（未央店）,美团,1758811749,陕西省,西安市,未央区,陕西省西安市未央区文景路凤城一路19号（凤城一号小区2-3层商铺） ,108.938255,34.314491,029-86111189,2,确定,2020/8/21,
8340,30149,蝴蝶梦音乐餐厅（平湖店）,美团,164332834,广东,深圳,龙岗区,龙岗区平湖街道平湖社区富安街100号熙璟城豪苑B063,114.124787,22.677135,0755-28283010,1,确定,8.14,
8341,30156,米乐星世界KTV（美佳华店）,美团,1826162739,湖北市,荆州市,沙市区,湖北市荆州市沙市区北京中路美佳华商业广场3F ,112.253626,30.308339,0716-8861188,5,确定,2020/7/30,
8342,30160,MusicBoss KTV,美团,1862131037,广东,广州,增城市,广东广州增城市增江大道南30号,113.84246,23.279272,无,0,确定,7.31,
8343,30161,时光量贩式KTV,美团,1000411725,江苏省,扬州市,仪征市,仪征市真州镇真州东路26号 ,119.186011,32.280147,0514-83989888,2,确定,2020/8/21,
8344,30173,锦泉KTV,美团,6079558,浙江省,温州市,瑞安市,瑞安市塘下大道 ,120.69723,27.820051,13362745872,1,确定,2020/8/19,
8345,30174,奥斯卡KTV（石桥铺店）,美团,194523612,重庆,重庆,九龙坡区,重庆省重庆 九龙坡区石杨路悦秀城 ,106.485318,29.525596,023-68628885,6,确定,2020.7.27,是
8346,30177,果果量贩式KTV（衡山路店）,美团,1117110412,江苏省,苏州市,昆山市,昆山市衡山路880号 ,120.9594,31.360541,0512-57387899,3,确定,2020/8/13,
8347,30179,东宁宫,美团,1804909790,浙江省,宁波市,鄞州区,鄞州区杨木碶路414-430号 ,121.616547,29.88391,0574-88213902-08,0,确定,2020/8/7,
8348,30180,唛乐时尚KTV,美团,163994461,江苏省,苏州市,姑苏区,姑苏区石路演艺中心东岸2期E幢3楼（近陆琴脚艺） ,120.606352,31.310019,0512-68766616,2,确定,2020/8/13,
8349,30183,冰城串吧,,194750251,宁夏,中卫,沙坡头区,宁夏中卫沙坡头区兴隆北街87号,105.181307,37.518375,19995520603,3,确定,,
8350,30193,上海麦克风KTV·酒吧·餐饮,美团,522372256,江苏省,淮安市,淮安区,淮安区翔宇大道楚州大道818号（金陵国际酒店二楼）,119.155527,33.528841,18151262803,0,确定,2020/8/3,
8351,30198,粤尚KTV量贩,美团,1510919287,重庆,重庆,万州区, 万州区龙华街110号千洲酒店2楼 ,108.388298,30.755653,023-58882888,5,确定,2020.7.28,是
8352,30199,好声音主题量贩式KTV（舒州大道店）,美团,40134693,安徽省,安庆市,潜山市, 潜山市舒州大道舒州国际大酒店四楼 ,116.571231,30.636942, 0556-8969111,0,确定,2020/7/27,
8353,30202,皇后量贩KTV,美团,1746248606,湖北省,十堰市,房县,湖北省十堰市房县城关镇南街9号新时代购物广场四楼 ,110.740976,32.054860,0719-3553388,0,确定,2020/8/7,
8354,30206,赤峰陌上花开烤吧,,1537675575,内蒙古,赤峰,松山区,内蒙古赤峰松山区新城区华睿园小区北门对面（狮子楼旁）,"42.241182,118.891573",42.241231,0476-8876622,2,确定,2020.8.13,
8355,30209,大富豪娱乐城,美团,||4843645,广西,崇左,凭祥市, 凭祥市南大路7号（近祥兴国际大酒店） ,106.749349,",22.098826", 0771-8522666||8529777,1,确定,7.28,
8356,30210,米苏娱乐会所,美团,87434239,湖南省,娄底市,新化县,湖南省娄底市新化县孟公镇人民桥（225省道） ,111.174670,27.893471,0738-3622555,1,确定,2020/7/31,
8357,30213,百味源时尚音乐烤吧,,1506043470,内蒙古,包头,东河区,内蒙古包头东河区耐火厂路欧艺翡翠园22-23号底商,"40.575909,110.048565",40.575143,15647275098/13848523428,2,确定,2020.8.13,
8358,30214,老贫农量贩KTV,美团,50434366,广西,百色,田东县, 田阳区百乐路广林餐吧旁 ,106.918549,",23.739762",无,0,确定,7.27,
8359,30216,百乐门（华兴路店）,美团,6322455,山东省,枣庄市,台儿庄区,台儿庄区华兴路1146号 ,117.72744,34.560202,0632-5280000,0,确定,2020/8/21,
8360,30223,K米量贩式KTV,,62129281,黑龙江,哈尔滨,阿城区, 道里区景江东路1369-9号,"126.56411,45.73715",45.541276, 0451-51079666,1,确定,2020.8.5,
8361,30224,萧邦音乐会所（皇岗店）,美团,1815599016,广东,深圳,福田区, 福田区金田路与福民路交汇处福民佳园2层215号及3层315号 ,"114.065367,",22.522719,0755-22312666,,确定,8.14,
8362,30227,乐遇纯K（古城店）,美团,1222888836,江西省,宜春市,万载县,江西省宜春市万载县宝塔西路欢乐季三楼四楼 ,114.445422,28.100374,0795-8318008,1,确定,2020/8/13,
8363,30232,欢乐派对量贩KTV,美团,1490453821,四川,成都,彭州市,四川成都 彭州市东大街88号望蜀里9栋3楼,103.94506,30.98173, 028-66957777,3,确定,2020.8.17,是
8364,30236,98K歌量贩式KTV,美团,1218201740,河北省,石家庄市,晋州市,河北省石家庄市晋州市光明街169号 ,115.039790,38.031151,0311-84300898,4,确定,2020/8/7,
8365,30238,辣天下,,1973014468,宁夏,吴忠,同心县,宁夏吴忠青铜峡市裕民街道朔方街23-1,106.454151,37.116023,15121930095,0,确定,,
8366,30244,合肥一页量贩ktv（正大广场店）,美团,195234240,安徽省,合肥市,蜀山区, 蜀山区金寨南路与芙蓉路交叉口东南100米正大广场6楼6021A ,117.227781,31.781737, 0551-62993001,5,确定,2020/7/31,
8367,30246,好声音商务量贩式KTV,美团,42465256,广东,梅州,兴宁市,兴宁市兴新一路23号 ,"115.727837,",24.142365,0753-3320168/18023535208,0,确定,8.1,
8368,30249,欢乐驿站KTV（布吉凯雅店）,美团,1151177024,广东,深圳,龙岗区,龙岗区布吉街道罗岗路凯雅宾馆二三楼 ,"114.123835,",22.598114&, 0755-28880513/0755-28880523,1,确定,8.14,
